realtitle,program_type,program_genre,network,program_description,first_air_year,last_air_year,genre,plot,trivia,program_title,movie_id,kind_id,title
The Bob Hope Show,,,,,,,,,,,2551211,2,The Bob Hope Show
The Borden Show,,,,,,,,,,,2560622,2,The Borden Show
 The Brighter Day. ,Series, Serial, CBS," The series, set in the small Midwestern town of New Hope, tells the dramatic story of Reverend Richard Dennis and the effect he has on the people of the small community. The series aired from January 4, 1954 to September 28, 1962. Cast: William Smith {Rev. Richard Dennis), Blair Davies {Rev. Richard Dennis), Gloria Hoye {Sandra Talbot), Forrest Compton {Vince Adams), Patty Duke {Ellen Williams), Abby Lewis {Mrs. Jarreti), Vivian Dorsett {Crystal Carpenter), Del Hughes {Larry), Larry Ward {Randy), Lori March {Lenore Bradley), Paul Bannister {Robert Carroll), Mona Burns {Emily Potter), Paul Langton {Walter Dennis), June Dayton {Patsy Hamilton), Mike Barton {Chris Hamilton), Bennye Gatteys {Judith Potter), Patsy Garrett {Maggie Quincy), Don Penny {Toby Ballard), Perry Ivins {Dean Wilbur), Benny Rubin {Mort Barrows). Also: Lois Nettleton, Hal Holbrook, Jack Lemmon, Mary Lynn Beller, Joe Sirola, Santos Ortega, Mary K. Wells, Bill Post, Sam Gray. Announcer: John Harlan. Theme Song: ""A Brighter Day"" by Dick Leibert. ",1954,1962,[None 'Drama'],"[None
 '""Our years are as the falling leaves. We live, we love, we dream, and then we go. But somehow, we keep hoping that our dreams come true on that brighter day."" These words opened this poignant daytime serial, which was set in the small Midwestern burg of New Hope. The sprawling Dennis family, headed by patriarch Rev. Richard Dennis, took center stage as stories developed around Richard\'s aspiring actress daughter Althea and Althea\'s dipsomaniacal brother Grayling.']","[""In August 1962, the producers announced that they had hired the first black performer to appear on soaps. The actor was 'Rex Ingram (I)' (qv), but he didn't get much time to settle in before the show was canceled a month later.""
 'The first and only soap opera to air on network television with an explicitly religious theme.'
 ""'Hal Holbrook' (qv)'s TV debut.""
 'Most episodes of this series are presumed to be lost. Please check your attic.'
 None]", The Brighter Day. ,2562390,2,The Brighter Day
 The Brothers. ,Series, Comedy, CBS," Inexperienced and desperately in need of money, brothers Harvey and Gilmore Box pool their resources and purchase a photography studio in San Francisco. Stories relate their misadventures as they attempt to succeed in the business world. Marilee Dorf is Gilmore's girlfriend; Carl Dorf is Marilee's father; Barbara is Harvey's girlfriend (replaced later by Dr. Margaret Kleeb); Sam Box is Harvey and Gilmore's father, a retired sea captain; Barrington Steele is the playboy; Hazel is Harvey and Gilmore's married sister; Lester is Hazel's husband; Roscoe Blinder is Harvey's bowling chum. Cast: Gale Gordon {Harvey Box), Bob Sweeney {Gilmore Box), Nancy Hadley {Marilee Dorf), Oliver Blake {Carl Dorf), Barbara Billingsley {Barbara), Ann Morriss {Dr. Margaret Kleeb), Howard McNear {Sam Box), Robin Hughes {Barrington Steele), Mary Lansing {Hazel), Rodney Bell {Lester), David Orrick {Roscoe Blinder). ",1956,1957,['Comedy'],[None],[None], The Brothers. ,2563007,2,The Brothers
 The Buccaneers. ,Series, Adventure, CBS," ""Oh let's go a roving and join the Buccaneers...."" The Caribbean Colony of New Providence during the 1720s is the setting. Stories relate the exploits of Dan Tempest, a buccaneer, as he battles the injustices of Spanish rule. Dan's ship is The Sultana. Lieutenant Edward Beamish is the acting governor of New Providence; Woods Rogers is the governor. The series, which produced 26 episodes, ran from October 2, 1956 to September 7, 1957 and is also known as Dan Tempest. Cast: Robert Shaw {Dan Tempest), Peter Hammond {Edward Beamish), Alec Clunes {Woods Rogers), Jane Griffiths {Paula Meadows), Robert Perceval {Sir Charles Johnson), Terrence Cooper {Blackbeard the Pirate), Brian Rawlinson {Gaff), Diana Potter {Bessie), Gillian Owen {Maria), Edwin Rishfeld {Armondo). ",1956,1957,[None 'Adventure' 'Drama'],"[None
 'Captain Dan Tempest was an ex-pirate who received a pardon from the King and turned privateer after his stronghold of New Providence was taken over by Crown soldiers. Tempest and Lt. Beamish, the Crown-appointed deputy governor, were uneasy allies, fighting the Spanish privateers who were ravaging the Caribbean.']","['The ship used in the series was the same one used for _Treasure Island (1950)_ (qv) and _Moby Dick (1956)_ (qv).'
 '\'Alec Clunes\' (qv) was originally cast as Dan Tempest, but prospective US buyers thought he was ""too British"" for American viewers. Clunes was recast as Governor Woodes Rogers.'
 None]", The Buccaneers. ,2563209,2,The Buccaneers
The Buddy Deane Show,,,,,,,,,,,2563373,2,The Buddy Deane Show
The Buddy Lester Show,,,,,,,,,,,2563382,2,The Buddy Lester Show
 The Buick Circus Hour. ,Series, Musical Drama, NBC," The series, set against the background of a circus, tells the story of an aging clown and his attempts to help Kim O'Neill, a young singer who has just joined the troupe. Theprogram also features musical numbers and circus variety acts. Presented every fourth week in place of Milton Berle's Texaco Star Theater. The series, sponsored by Buick automobiles, ran from October 7, 1952 to June 16, 1953. Cast: Joe E. Brown {Clown), Dolores Gray {Kim O'Neill), Frank Gallop {Ringmaster), John Riatt, {Bill Southern; Kim's boyfriend). Announcer: Frank Gallop. Orchestra: Victor Young. ",1952,1953,['Comedy' 'Family' 'Music'],[None],[None], The Buick Circus Hour. ,2563487,2,The Buick Circus Hour
The Buster Keaton Show,,,,,,,,,,,2563869,2,The Buster Keaton Show
 The Californians. ,Series, Western, NBC," ""Now one thing I just can't endure is being broke and being poor ... so I've come to live where life is best in the golden West, I've come to strike it rich in Cal-i-for-ni-a."" The Gold Rush days of old San Francisco are the setting (from 1849 to 1854 for the series). The call of ""there's gold in them thar hills"" brought both the honest prospectors and pioneers and a group of corrupt Australians who managed to gain control of the city. One such pioneer was Dion Patrick, a crusading newspaper editor (of the California Star) who established the Vigilante Committee of San Francisco as a means to uphold law and order. After 22 episodes, Dion Patrick was written out and replaced by Matt Wayne, a gentleman from Philadelphia who opens a gambling hall and is later elected marshal by the townspeople. When the second season began (episode 38, ""Dishonor for Matt Wayne""), Matt relinquishes his gambling hall to become a full time law enforcer (the idea of a marshal who owned a gambling hall bothered the city fathers). Matt turns over the title of the gambling hall to Wilma Fansler, the girl who previously ran the games of chance for Matt. Jack McGivern is the owner of McGivern's General Store; Martha McGivern is Jack's wife; and R. Jeremy Pitt is a rugged gentleman lawyer with a practice in San Francisco. The Ken Darby Singers perform the theme, ""I've Come to California"" (written by Harold Adamson and Harry Warren). Cast: Adam Kennedy (Dion Patrick), Richard Coogan (Matt Wayne), Carole Mathews (Wilma Fansler), Sean McClory (Jack McGivern), Nan Leslie (Martha McGivern), Arthur Fleming (R. Jeremy Pitt). ",1957,1959,[None 'Western'],"['San Franciscans during the goldrush of the 1850s attempt to maintain law and order in their wild city. Newly arrived Matthew Wayne becomes sheriff, then marshal, and organizes the city police force while expressing interest in the young widow Fanzler and sparring with attorney Pitt.'
 None]",[None], The Californians. ,2564235,2,The Californians
The Captain Jinks Show,,,,,,,,,,,2564784,2,The Captain Jinks Show
The Captain Puget Show,,,,,,,,,,,2564785,2,The Captain Puget Show
 The Carmel Myers Show. ,Series, Interview, ABC," A celebrity interview series hosted by Carmel Myers, a famous film star of the 1920s era of silent motion pictures. The series ran from June 16, 1951 to February 21, 1952. Hostess: Carmel Myers. ",1951,1952,,,, The Carmel Myers Show. ,2565397,2,The Carmel Myers Show
 The Carolyn Gilbert Show. ,Series, Variety, ABC," A quarter-hour series of musicand songs with singer Carolyn Gilbert as the host. The series aired from January 15, 1950 to July 30,  1950. Hostess: Carolyn Gilbert. Featured: Don Tennant. ",1950,,['Music'],[None],[None], The Carolyn Gilbert Show. ,2565769,2,The Carolyn Gilbert Show
 The Cases of Eddie Drake. ,Series, Crime Drama, DuMont," The Drake Detective Agency at 130 West 45th Street in Manhattan is owned by Eddie Drake, a private investigator who has a remarkable affinity for crime and violence. Dr.Karen Gayle is a private practice psychiatrist who assists Eddie for research material (""I want to know all about criminals, what they say, how they act and why they do the things they do""). Eddie is personable, intelligent and honest. He does carry a gun and he does use it. While most of his clients are walk-ins, he does get some referrals from an agency called Jenny's Bail Bonds. Karen has an office at 64 Park Avenue. She considers herself a student of all the abnormal behavior of the human mind. She is writing a book on criminal behavior and in order to get material that is fresh and stimulating, she has retained Eddie as her personal library. While Karen does find herself becoming actively involved in solving crimes, she objects to one thing _æ the violence _æ and wishes Eddie could guarantee a minimum of shooting. Lieutenant Walsh is a detective with the Homicide Bureau of the N.Y.ED., whom Eddie and Karen help and vice versa. Cast: Don Haggerty {Eddie Drake), Patricia Morison (Dr. Karen Gayle), Lynn Roberts (Dr Karen Gayle; later), Theodore Von Eltz {Lt. Walsh). ",1952,,[None 'Action' 'Adventure' 'Crime' 'Drama'],"[None
 'A filmed half-hour detective series, nine episodes of which were originally produced in 1949 by CBS but never aired on that network. DuMont bought the films and produced four more episodes in 1952, at which point the character of criminal psychologist Karen Gayle was added.']","['Aired on the legendary Du Mont Network (the ""Fourth Network"")'
 'The final broadcast was on May 29, 1952, after each episode was aired once.'
 'The rare 3 wheeled car Eddie Drake drives is a 1948 Davis D-2 Divan.'
 None]", The Cases of Eddie Drake. ,2566018,2,The Cases of Eddie Drake
The Catholic Hour,,,,,,,,,,,2566415,2,The Catholic Hour
 The Charlie Farrell Show. ,Series, Comedy, CBS," Charles Farrell, better known as Charlie Farrell, is a real life movie star of the 1930s and 40s who is approaching his golden years and decides to retire from show business. He purchases the Racquet Club in Palm Springs and turns it into a resort for Hollywood celebrities. Stories follow his efforts to enjoy a life of peace and quiet despite the problems he faces from his staff and guests. Sherman Hull is the club director; Rodney Farrell is Charlie's nephew; Mrs. Papernow is the housekeeper; Pierre is the chef; Doris is Charlie's girlfriend. The summer series ran from July 2, 1956 to September 24, 1956. Cast: Charlie Farrell [Himself), Charles Winninger [Charlie's Dad Farrell), Richard Deacon [Sherman Hull), Jeff Silver [Rodney Farrell), Kathryn Card [Mrs. Papernow), Leon Askin [Pierre), Anna Lee [Doris May field), Marie Windsor [Newspaper Editor). ",1956,,['Comedy'],[None],[None], The Charlie Farrell Show. ,2567455,2,The Charles Farrell Show
 The Broadway Playhouse. ,Series, Anthology, NBC, The alternate title for The Chevrolet TeleTheater. See this title for information. ,1948,1950,[None 'Drama'],[None],"['Most episodes of this series are presumed lost. Five episodes from 1949 are stored at the Library of Congress. Five 1948 episodes under the title ""Chevrolet on Broadway"" are also held by the archive.'
 None]", The Broadway Playhouse. ,2568450,2,The Chevrolet Tele-Theatre
 Chevrolet on Broadway. ,Series, Variety, NBC," A quarter-hour, summer program of music and songs that replaced The Dinah Shore Show from July 17, 1956 to September 13, 1956. Fred Coe is the producer. Hostess: Gisele MacKenzie, Janet Blair. Host: Fred Waring. Regulars: The Mellolarks. Announcer: Bill Wendell. Music: Hal Hastings. ",1956,,[None 'Drama'],[None],"['Most episodes of this series are presumed lost. Five episodes from 1949 are stored at the Library of Congress. Five 1948 episodes under the title ""Chevrolet on Broadway"" are also held by the archive.'
 None]", Chevrolet on Broadway. ,2568450,2,The Chevrolet Tele-Theatre
 The Chevrolet Tele-Theater. ,Series, Anthology, NBC," A series of live dramatic presentations. The first seven episodes were broadcast under the title The Broadway Playhouse. The series, sponsored by Chevrolet, ran from September 27 1948 to June 26, 1950. Performers Include: Cara Williams, E.G. Marshall, Frances Reid, William Prince, Dick Foran, Rex Harrison, Patricia Crowley, Faye Emerson, Mercedes McCambridge, Barry Nelson, Lee Tracy, Basil Rathbone, Nina Foch, Nanette Fabray, Natalie Schafer, Roland Young, John Carradine, Judy Parrish, Jessie Royce Landis, James Dunn, Buddy Ebsen, Ann Thomas, Ilka Chase, Janet Blair. ",1948,1950,[None 'Drama'],[None],"['Most episodes of this series are presumed lost. Five episodes from 1949 are stored at the Library of Congress. Five 1948 episodes under the title ""Chevrolet on Broadway"" are also held by the archive.'
 None]", The Chevrolet Tele-Theater. ,2568450,2,The Chevrolet Tele-Theatre
The Chevy Showroom Starring Andy Williams,,,,,,,,,,,2568577,2,The Chevy Showroom Starring Andy Williams
 The Children's Comer. ,Series, Children, NBC," A program of music, songs and puppet adventures designed to instill learning abilities in children. The format, featuring the puppet creations of Fred Rogers, was, in part, the launching pad for what would become his greatest success on PBS _æ Mr. Rogers Neighborhood. The series ran from August 20, 1955 to April 28, 1956. Hostess: Josie Carey. Voices-Puppeteer: Fred Rogers. ",1955,1956,[None 'Family'],[None],"['\'Fred Rogers (I)\' (qv) created the puppet characters of Daniel Striped Tiger, King Friday XIII, X the Owl, Lady Elaine Fairchilde, and Henrietta Pussycat for this show and would reuse them on _""MisteRogers"" (1961)_ (qv) and _""MisteRogers\' Neighborhood"" (1967)_.'
 None]", The Children's Comer. ,2570084,2,The Children's Corner
The Christophers,,,,,,,,,,,2571441,2,The Christophers
 The Cisco Kid. ,Series, Western, Syn.," The territory of New Mexico during the 1890s is the setting for a series about the Cisco Kid, ""The Robin Hood of the Old West,"" and his sidekick, Pancho, as they help people in distress (and never accept any financial reward for their assistance). Based on the character created by O. Henry. Cisco rides a horse named Diablo; Pancho's horse is Loco. The series, which produced 156 episodes, was the first TV program to be filmed in color. An announcer opens the show: ""Here's adventure ... Here's romance ... Here's O. Henry's famous Robin Hood of the Old West ... The Cisco Kid."" Cast: Duncan Renaldo {The Cisco Kid), Leo Carrillo {Pancho). ",1950,1956,[None 'Western'],"[None
 'The Cisco Kid and his English-mangling sidekick Pancho travel the old west in the grand tradition of the Lone Ranger, righting wrongs and fighting injustice wherever they find it.']","['First television series to be shot in color'
 ""Diablo was The Cisco Kid's horse. Loco was Pancho's horse.""
 ""In the 1953 season star 'Duncan Renaldo' (qv) was injured in a rock fall and hospitalized, resulting in his missing nine episodes. To cover for Renaldo's absence on the show, the Cisco Kid was shown wearing masks, disguised as a ghost and in other situations where a double could be used for him and footage of him that had been previously shot but not used was also used. He recorded his lines from his hospital bed.""
 'Filmed in color from its first season, although broadcasts were still in black and white at the time.'
 None]", The Cisco Kid. ,2572586,2,The Cisco Kid
 Ukulele Ike. ,Series, Variety, CBS," Music and songs with musician Cliff Edwards, better known as Ukulele Ike. Barry Wood is the producer. Host: Cliff Edwards. Vocalist: Beverly Fite. Music: The Slim Jackson Quartet. ",1950,,['Music'],[None],[None], Ukulele Ike. ,2573621,2,The Cliff Edwards Show
 The Clock. ,Series, Anthology," CBS, ABC"," Live mystery and suspense dramas about people who attempt to overcome sudden crises before time runs out. Based on the radio program of the same title. The series ran on CBS from May 16, 1949 to August 31, 1951; and on ABC from October 17, 1951 to January 9, 1952. 77 episodes aired. Performers Include: Arlene Francis, Richard Carlyle, Laura Weber, Cloris Leachman, John Newland, Leslie Nielsen, Julie Bennett, Raymond Massey, Helmut Dantine, Cara Williams, Gene Barry, Mildred Natwick, Charlton Heston, ArnoldMoss, Carole Mathews, Pamela Rivers, Elizabeth Ross, Beverly Roberts. ",1949,1952,[None 'Drama' 'Mystery'],"['Suspense/Anthology series based on a ABC radio series which ran from 1946-48. The half-hour series mostly consisted of original dramas concerning murder, mayhem or insanity. Series narrator Larry Semon was the only regular; each week a new set of guest stars were featured. The title of the series was derived from a clock which was major plot element in each story. The show\'s musical theme was ""The Sands of Time.""'
 None]",[None], The Clock. ,2573762,2,The Clock
The Clubhouse Gang,,,,,,,,,,,2574102,2,The Clubhouse Gang
 The Colgate Comedy Hour. ,Series, Variety, NBC," A big-budget series of comedy spectaculars spotlighting the talents of its top name guests. The host listing represents the principal actors who have appeared on the series. The series, sponsored by the Colgate-Palmolive Company, ran from September 10, 1950 to December 25, 1955. Hosts: Dean Martin and Jerry Lewis, Donald O'Connor, Eddie Cantor, Bob Hope, Bud Abbott and Lou Costello, Jimmy Durante, Gordon MacRae, Robert Paige, Judy Canova, Danny Thomas. Orchestra: Al Goodman, Dick Stabile, Charles Dent. ",1950,1955,[None 'Comedy' 'Romance'],[None],"[""'Woody Allen' (qv)'s TV debut.""
 ""The episode broadcast on 22 November 1953, hosted by 'Donald O'Connor' (qv), made history as the very first ever color television broadcast in the NTSC color system.""
 None]", The Colgate Comedy Hour. ,2575749,2,The Colgate Comedy Hour
 The College Bowl. ,Series, Variety, ABC," The program spotlights the performances of the talented, youthful clientele of The College Bowl, the campus soda fountain of a small-town university. The series, which ran from October 2, 1950 to March 26, 1951, is also known as The Chico Marx Show. Host: Chico Marx. Regulars: Andy Williams, Paula Huston, Evelyn Ward, Jimmy Brock, Tommy Morton, Lee Lindsay, Stanley Prager, Barbara Ruick, Joan HoUoway, Vickie Barrett, Kenny Buffert. ",1950,1951,[None 'Comedy' 'Family'],[None],"[""Originally the title for this show was to be Ravelli's Sugar Bowl.""
 '26 episodes were broadcast live and only the last episode survives on kinescope. This episode can be seen on the 2015 Marx Brothers TV Collection DVD set.'
 'Andy Williams first television appearance as a actor/singer/dancer was on The College Bowl (1950-1951)'
 None]", The College Bowl. ,2576111,2,The College Bowl
 The G.E. College Bowl. ,Series, Game," CBS, NBC"," Two four-member varsity scholar teams, representing two colleges, compete. The game begins with the Toss Up Round (in which the host asks a question). The first team to sound a buzzer signal receives a chance to answer and earn points (five to ten, depending on the question) and the opportunity to increase their score by 25 or 30 points via a four-part bonus round. The game continues in this manner until a winner is determined (highest point scorers). The champions receive a $3,000 scholarship grant and the right to return to defend their title; the losing team receives a $1,000 grant. The series, which ran from January 4, 1959 to June 16, 1963 (CBS) and September 22, 1963 to June 14, 1970 (NBC) is sponsored by General Electric. Host: Allen Ludden (1959-1963), Robert Earie (1963-1970). ",1959,1970,[None 'Comedy' 'Family'],[None],"[""Originally the title for this show was to be Ravelli's Sugar Bowl.""
 '26 episodes were broadcast live and only the last episode survives on kinescope. This episode can be seen on the 2015 Marx Brothers TV Collection DVD set.'
 'Andy Williams first television appearance as a actor/singer/dancer was on The College Bowl (1950-1951)'
 None]", The G.E. College Bowl. ,2576111,2,The College Bowl
 The Comeback Story. ,Series, Interview, ABC, The lives of one-time famous personalities are recalled through interviews and filmed highlights of the subject's career. Host: George Jessel. Hostess: Arlene Francis. ,1953,1954,['Drama'],[None],[None], The Comeback Story. ,2576255,2,The Comeback Story
 The Continental. ,Series, Women, ABC," The program, set in a candlelit bachelor's apartment, features a suave and sophisticated man, known as The Continental, romancing the members of the female audience (with conversations, poetry, music and philosophy). Shortly after the premiere of The Continental, some local station began airing a feminine counterpart geared to the male audience. Broadcast late at night, and lasting only five minutes, a seductive girl (in New York, Gloria Parker), in a provocative negligee would seduce the male audience and wish them a good night. Host: Renzo Cesana. Music: Tony Mottola. ",1952,1953,['Romance'],[None],[None], The Continental. ,2577625,2,The Continental
 The Count of Monte Cristo. ,Series, Adventure, Syn.," The series is set in 18th century France. Falsely accused of bearing treasonable information, Edmond Dantes is convicted and sentenced to life imprisonment in the Chateau d'If. When he learns of a buried treasure from his cellmate, Dantes digs his way out, escapes, and retreatsto the island of Monte Cristo. There, he uncovers the treasure and establishes himself as a mysterious and powerful figure for justice. Stories relate his battle against the forces of corruption. Cast: George Dolenz {Edmond Dantes), Faith Domergue {Princess Anne) , Nick Cravat {Jocopo), Fortunio Bonanova {Mario), Leslie Bradley {Minister Bonjean), John Sutton {de Villefort). ",1956,,[None 'Adventure' 'Family'],"[""A TV series adaptated from the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.""
 None]",[None], The Count of Monte Cristo. ,2578716,2,The Count of Monte Cristo
 The Court of Last Resort. ,Series, Crime Drama, NBC," The program is designed to help people who are falsely accused of a crime. Details of actual case histories are related through private detective Sam Larsen's investigations and criminal attorney Erie Stanley Gardner's courtroom defenses. Based on The Court of Last Resort, a real-life organization of crime experts who investigate cases in which there is a possibility that a convicted person may be innocent. Cast: Paul Birch {Erie Stanley Gardner), Lyle Bettger {Sam Larseri). ",1957,1958,[None 'Crime' 'Drama'],"['The Court of Last Resort was founded by Erle Stanley Gardner in the 1950s. The team sought to reveal whether someone already found guilty might really be innocent. The show dramatized the original crime then followed the investigation. Actual cases were used.'
 None]",[None], The Court of Last Resort. ,2578957,2,The Court of Last Resort
The Crisis,,,,,,,,,,,2579714,2,The Crisis
 The D.A. 's Man. ,Series, Crime Drama, NBC," New York City is the setting for a series about a man known only as Shannon, a detective who works under the auspices of the Manhattan District Attorney (represented by Al Bonacorsi, Shannon's contact at the office). Stories relate Shannon's attempts to gather the evidence Al needs to prosecute criminal cases. Cast: John Compton {Shannon), Ralph Manza {Al Bonacorsi) . ",1959,,[None 'Crime'],"[""Ex-private eye Shannon works his way into New York mob operations, reporting his findings to the District Attorney's office through Asst. D.A. Bonacorsi.""
 None]",[None], The D.A. 's Man. ,2581051,2,The D.A.'s Man
 The Dave Garroway Show. ,Series, Variety, NBC," A casual program of music, songs and chatter with humorist Dave Garroway as the host. Charles Andrews is the producer. Host: Dave Garroway. Regulars: Jack Haskell, Jill Corey, Cliff Norton, Shirley Hammer. Announcer: Jack Haskell. Music: Skitch Henderson.",1953,1954,['Comedy' 'Music'],[None],[None], The Dave Garroway Show. ,2587898,2,The Dave Garroway Show
The David Niven Show,,,,,,,,,,,2588886,2,The David Niven Show
 The Dennis James Show. ,Series, Variety, ABC," The program features interviews, audience participation and discussions on various topical issues. Host: Dennis James. Assistant: Julia Meade. ",1952,1954,['Comedy'],[None],[None], The Dennis James Show. ,2590679,2,The Dennis James Show
 The Dennis O'Keefe Show. ,Series, Comedy, CBS," The home and working life of Hal Towne, a Los Angeles newspaperman who writes a column called ""All About Towne."" Hal is a recent widower and the father of a young son (Randy); they are cared for by Sarge, Hal's soldierlike housekeeper. Karen Hadley is Hal's editor and Eliot is Randy's friend. Cast: Dennis O'Keefe {Hal Towne), Ricky Kelman {Randy Towne), Hope Emerson {Sarge), Eloise Hardt {ICaren Hadley), Eddie Ryder {Eliot). ",1959,1960,[None 'Comedy'],"['Hal Towne is a Los Angeles widower with a bright ten-year-old son to raise (aided by a stern housekeeper). He writes a syndicated column, ""All Around Towne,"" which brings him into contact with numerous competitors for the favors of his publicity-agent girlfriend.'
 None]",[None], The Dennis O'Keefe Show. ,2590686,2,The Dennis O'Keefe Show
 The Deputy Dawg Show. ,Series, Cartoon, Syn.," Deputy Dawg is a simple-minded canine lawman in Mississippi. The Sheriff (a human figure) is his superior and stories relate his antics as he attempts to uphold the law. Additional characters are the near-sighted Vincent Van Gopher; Muskie the Muskrat; Ty Coon, the raccoon; and Pig Newton, the hombre seeking to rob the corn fields. Voices: Dayton Allen {Deputy Dawg), Lionel G. Wilson. ",1959,,['Animation' 'Comedy' 'Family'],[None],[None], The Deputy Dawg Show. ,2590760,2,The Deputy Dawg Show
 The Deputy. ,Series, Western, NBC," The story of U.S. Marshal Simon Fry and his attempts to maintain law and order in turbulent Silver City, Arizona, during the 1880s. Clay McCord is his deputy; Fran McCord is Clay's sister; Sergeant Tasker is the U.S. Cavalry agent assigned to Silver City; Herk Lamson is the general store owner. Cast: Henry Fonda {Simon Fry), Allen Case {Clay McCord), Betty Lou Keim {Fran McCord), Read Morgan {Sergeant Tasker), Wallace Ford {Herk Lamson). ",1959,1961,[None 'Western'],"[None
 ""The Deputy is Clay McCord, a storekeeper in 1880's Silver City, Arizona Territories, who is an expert shot, but refuses to use his gun because he believes they are the major cause of frontier violence. However, he is persuaded many times to be The Deputy to help keep order when the Chief Marshal Simon Fry is out of town.""
 '""That was the Arizona territory in 1880, and I was its chief marshal."" So began this western series starring Henry Fonda as Simon Fry. Unfortunately, Fonda\'s character was fully integrated into the plot in only six of the episodes of the first season and thirteen in season two. In all other episodes he appeared only briefly, generally at the start of the episode and again at the close. Fonda did narrate most episodes. Fonda worked for ten weeks on season one, for example, shooting all of his scenes during that time, which left the rest of the year free for film and theater work. While Allen Case tried hard as the title character, Clay McCord, the series is well- known for the substantial differences in quality between what the series producers (and Fonda himself) came to call the ""Fonda"" and ""Non- Fonda"" episodes.']","[""'Henry Fonda' (qv)'s first television series was this western, set in the Arizona territory in 1880 (as Fonda's character often said during an opening narration on many episodes.) Fonda's sequences were shot all at once each season so that he would be free the rest of the year to pursue film and theater work.""
 'An album of songs sung by \'Allen Case\' (qv) titled ""The Deputy Sings"" was released in 1960.'
 'The following two episodes have fallen into the public domain: _""The Deputy"" (1959) {The Hard Decision (#2.18)}_ (qv) and _""The Deputy"" (1959) {The Return of Widow Brown (#2.30)}_ (qv).'
 'In one episode Frank Cady plays a shop keeper not unlike his more famous role of Sam Drucker.'
 'Both Henry Fonda and Allen Case played outlaw Frank James, Fonda in _Jesse James (1939)_ (qv) and _The Return of Frank James (1940)_ (qv), and Case in _""The Legend of Jesse James"" (1965)_ (qv).'
 None]", The Deputy. ,2590871,2,The Deputy
 The Detectives. ,Series, Crime Drama, ABC," Matt Holbrook is a seasoned detective and the head of an elite team of N.Y.P.D. plainclothes detectives. Matt personally selected his team and stories relate their efi""orts to battle the new breed of criminal _æ those who are becoming more sophisticated and not afraid to take a chance. Matt feels, that to batde such criminals, he must fight back with methods and weapons as effective as theirs.The series, also known as Robert Taylor's The Detectives, ran for 30 minutes from October 16, 1959 to September 22, 1961 (67 episodes); and for 60 minutes from September 29, 1961 to September 21, 1962 (30 episodes). Cast: Robert Taylor (Capt. Matt Holhrook), Tige Andrews {Lt. John Russo), Adam West (Sgt. Steve Nelson), Mark Goddard {Sgt. Chris Ballard), Ursula Thiess (Lisa Bonay, the police reporter), Russell Thorson (Lt. Otto Lindstrom), Lee Farr {Lt.Jim Conway). Theme Song: ""The Detectives Theme"" by Herschel Burke Gilbert. ",1959,1962,[None 'Action' 'Crime' 'Drama'],"[""Captain Matt Holbrook leads a squad of brave and tough detectives in a large, unnamed city. Instead of leading personal lives, they spend all of their time tracking murderers, thieves, corrupt cops, con-men and other lawbreakers. Holbrook's squad always consisted of three detectives, and rarely were all four men on a case at the same time.""
 None]",[None], The Detectives. ,2591212,2,The Detectives
The Diane Doxee Show,,,,,,,,,,,2591720,2,The Diane Doxee Show
 The Dick Clark Saturday Night Beechnut Show. ,Series, Variety, ABC," Performances by the top names in rock and roll music. The series, sponsored by Beechnut chewing gum, ran from February 15, 1958 to September  10, 1960. Host: Dick Clark. ",1958,1960,[None 'Family' 'Music'],"[None
 'Broadcast live on ABC TV 7:30-8PM EST on Saturday evenings (Feb.1958-Sept.1960) from ""The Little Theater ""(since 1983,The Helen Hayes Theater) In NYC. ""The Dick Clark Show"" presented the top recording acts of the day as well as many up and coming acts. To name just a few: Connie Francis, Jackie Wilson,Bobby Darin, LLoyd Price,Bobby Rydell, Buddy Holley, Richie Valens, Johnny Cash, The Four Lads, Conway Twitty, Bill Haley and Dion and The Belmonts. A few shows went ""on the road"" and were broadcast from such places as ""The Steel Pier"" in Atlantic City NJ and Atlanta Ga. There was always conversation between host Dick Clark and his live audience which appeared to range from 13-18 years of age. On occasion, some guests , performed ""live"" as opposed to a lip sync to a record. Performing ""live"" were Jerry Lee Lewis on the premier show, Fats Domino on his first appearance, and Bill Doggett and his band who performed the instrumental ""Honky Tonk"" from Atlantic City\'s Steel Pier. Towards the end of each show, Dick would unveil the top 10 songs. of that week, and then an eager audience would hear the names of the next week\'s guests. After the show\'s cancellation in the Fall of 1960, ""Beechnut Gum"" the sponsor of this show, sponsored ""Saturday Prom"" on NBC. The show featured the same format but with an in house live band, and without lip sync. It was hosted by Merv Griffin but was canceled after less than a full season.']","['A rarity at any time in TV history, the show was commercial free for the first two weeks, as at first ABC was unable to obtain a sponsor. Finally, Beechnut Gum became the sponsor throughout the shows 2 1/2 year run.'
 None]", The Dick Clark Saturday Night Beechnut Show. ,2592356,2,The Dick Clark Show
