,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description,id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio
43,8923, the web ,series, anthology, cbs,1950,1954.0," dramatizations that depict the plight of people who are suddenly trapped in perilous situations. stories are written by members of the mystery writers of america. host-narrator: jonathan drake. performers include: leslie nielsen, jane seymour, richard webb, grace kelly, jonathan harris, diana douglas, e.g. marshall, judy parrish, jack lemmon, john newland, henry jones, rita lynn, patricia crowley, whit bissell, virginia vincent, anthony ross, vincent price, anne jackson, anne seymour, darren mcgavin, joan copeland, jack palance, eva marie saint, virginia gibson, martha scott, ben gazzara, jayne meadows, robert sterling, patricia mccormack, cloris leachman, phyllis kirk, james dunn. ",726655,dotto,nan,2,1958,nan,d3,nan,nan,nan,1958-????, the web ,64.0
44,8924, the web ,series, anthology, nbc,1957,nan," dramatizations that depict the attempts to people to overcome problems that were caused by their own doing. the series, which produced 14 episodes, ran from july 7, 1957 to october 6, 1957. performers include: beverly garland, rebecca welles, keith larsen, jerry paris, paul richards, james darren, tina carver, john hudson, robert f. simon, rex reason, jeff richards, fay spain, ken lynch, alexander scourby, joe mantell, ned glass.",726655,dotto,nan,2,1958,nan,d3,nan,nan,nan,1958-????, the web ,64.0
45,1840, danger ,series, anthology, cbs,1950,1955.0," dramatizations that explore the art of murder. the series, which produced 239 episodes, ran from september 26, 1950 to may 31, 1955. host-narrator: richard stark. performers include: lee grant, lee tracy, rod steiger, sydna scott, marsha hunt, henry jones, e.g. marshall, anthony quinn, john forsythe, joan bennett, anne jackson, jack lemmon, jack warden, jayne meadows, jack warden, jayne meadows, grace kelly, cloris leachman, leslie nielsen, chester morris, jack palance, james dean, art carney, betsy palmer, steve allen, ben gazarra, bethel leslie, jacqueline susann, lorne greene, paul newman, peggy ann garner, carroll baker, barbara nichols, conrad janis. producer: martin ritt, charles russell, william dozier, stanley niss. ",991896,general electric theater,nan,2,1953,nan,g5642,nan,nan,nan,1953-1962, danger ,60.0
46,6297, the paul winchell and jerry mahoney show ,series, variety, nbc,1950,1956.0," a potpourri of music, songs, comedy and quizzes with ventriloquist paul winchell and his dummy assistants, jerry mahoney and knucklehead smiff. the quiz segment, titled ""what's my name?,"" calls for players to identify the name of a famous person through clues provided by paul and his dummies as they dramatize an incident in the subject's life. war bonds are awarded to the winners. host: paul winchell. regulars: dorothy claire, ken spaulding, mary ellen terry, margaret hamilton, patricia bright, jimmy blaine, sid raymond, hilda vaughn, maybin hugh. music: milton delugg, john gart. ",478579,claudia: the story of a marriage,nan,2,1952,nan,c4323,nan,nan,nan,1952-????, the paul winchell and jerry mahoney show ,100.0
47,14, abe burrows almanac ,series, variety, cbs,1950,nan," a live program of music, song and comedy featuring the performances by guests. abe burrows and alan dinehart are the producers. host: abe burrows. music: milton delugg. ",63168,abe burrows' almanac,nan,2,1950,nan,a1624,nan,nan,nan,1950-????, abe burrows almanac ,97.0
48,94, the adventures of dr fu manchu ,unaired pilot, adventure, nbc,1950,nan," an unsold series based on the characters created by sax rohmer about a scotland yard inspector (sir dennis nayland smith) and his efforts to stop an evil chinese physician (dr. fu manchu) from destroying mankind. cast: john carradine (dr. fu manchu), sir cedric hardwicke [sir dennis nayland smith) . ",1021230,glamour-go-round,nan,2,1950,nan,g4562,nan,nan,nan,1950-????, the adventures of dr fu manchu ,86.0
49,95, the adventures of dr fu manchu ,series, adventure, syn.,1956,nan," dr. fu manchu, a respected chinese physician, is awarded custody of lia elthram, a young caucasian girl. shortly after, during the boxer rebellion, jack petrie, a british officer, inadvertently kills his wife and son. the doctor, who is unable to properly adjust to the situation, becomes deranged and vows to avenge the death of his family and the entire white race. he raises and teaches the young girl to share his hatred. retreating to tibet, the doctor establishes subtly, his sinister organization of evil through which he provokes tensions between east and west. stories depict his attempts to achieve vengeance; and the efforts of scotland yard inspector sir dennis nayland smith to thwart his plans. based on the character created by sax rohmer. other regulars: malik, the french detective; karameneh, the slave girl. jack petrie later becomes an archeologist. the program opens as follows: ""the adventures offu manchu.... based on characters created by sax rohmer. black to white; life and death; good and evil _êî two sides of a chess game. two forces in the universe: one magnificent, the other sinister. but it is said the devil plays for men's souls _êî so does dr. fu manchu, satan himself, evil incarnate."" cast: glen gordon {dr. fu manchu), laurette luez {lia elthram) , lester stevens {sir dennis nayland smith), clark howat {dr. jack petrie), lester matthews {malik), carla balenda {karameneh). ",1021230,glamour-go-round,nan,2,1950,nan,g4562,nan,nan,nan,1950-????, the adventures of dr fu manchu ,86.0
50,3617, hold that camera ,series, game, dumont,1950,nan," two players compete: a studio contestant and a home viewer. the viewer, whose voice is amplified over the telephone, directs the studio player through a series of shenanigans. the time needed to complete the stunts is recorded. another set of players competes in the same manner. the team that performs the stunts in the least amount of time is the winner and both the home viewer and the studio player receive prizes. host: jimmy blaine. hostess: kyle macdonnell. ",861287,ethel and albert,nan,2,1953,nan,e3453,nan,nan,nan,1953-????, hold that camera ,100.0
51,5157, masterpiece playhouse ,series, anthology, nbc,1950,nan," a live series of seven dramaticadaptations of well-known literary works: hedda gabler (by henrik ibsen; aired 7/23/50); richard iii (by william shakespeare; 7/30/50); the rivals (by richard sheridan; 8/6/50); six characters in search of an author (by luigi pirandello; 8/13/50); the importance of being ernest (by oscar wilde;  8/20/50); othello (by william shakespeare; 8/27/  50); and uncle vanya (by anon chekov; 9/3/50). performers include: jessica tandy, walter abel, kent smith, william windom, rita colton, douglas watson, blanche yurka, constance ford, hurd hatfield, mary boland, diana douglas, betty field, joseph schildkraut, margaret lindsey, brooks byron, margaret phillips, torin thatcher, alfred ryder, olive deering, tod andrews, boris karloff, leora dana, isabel elsom. ",422512,cbs reports,nan,2,1959,nan,c1261,nan,nan,nan,1959-????, masterpiece playhouse ,100.0
52,5733, the nbc comics ,series, cartoon, nbc,1950,nan, the network title for the telecomics when the series moved from syndication to nbc. see this title for information. ,648912,dennis the menace,nan,2,1959,nan,d5235,nan,nan,nan,1959-1963, the nbc comics ,86.0
53,335, the amos 'n andy show ,series, comedy, cbs,1951,1953.0," amos jones and andrew ""andy"" brown are two financially strapped african americans who are hoping to better their lives. with a plan to do just that they leave their homes in marietta, georgia, and head for new york city. amos is intelligent and levelheaded; andy is naive and easily manipulated. one day while watching the construction of a skyscraper in manhattan, andy meets george ""kingfish"" stevens, a con artist when he catches him trying to pick his pocket. george explains, ""one of my solid gold cufflinks must of gotten caught on your jacket sleeve,"" and andy accepts it. andy then tells him he has $340 to invest in a business. before andy realizes that he has been taken, george sells him a taxi that is missing a door and its roof. although disappointed in andy's investment, amos makes the best of it and starts the fresh air taxi cab company of america, inc. (amos drives the cab; andy oversees its operations). amos met his future wife. ruby taylor, after a sunday church social. they married and set up housekeeping at 134th street and lenox avenue. later, they are the parents of a girl they name arbadella. andy is single and lives in a small apartment on 134th street. george has been married to the always nagging sapphire since 1931 and lives with her and her mother mama at 134 east l45th street. george is henpecked and cant get out from under the iron rule of sapphire. amos, the most stable member of the group, andy and george are members of the mystic knights of the sea lodge (where george is the kingfish). andy, who considers himself to be a ladies man, supposedly had many girlfriends. he is most famous for his romantic involvement with madame queen, the overbearing woman who stole his heart then sued him for breach of promise after they had planned to marry and she caught him with another woman. algonquin j. calhoun is the totally inept lawyer andy always hires to get him out of a scrape. light-nin' is the slowmoving cab company janitor; he calls george ""mr. kingfish"" and andy ""mr. andy""; genevieve blue is the cab company secretary. the series is based on the radio program of the same title wherein two white men. freeman gosden and charles correll, played amos and andy. clarence lucas and joseph breil composed the theme, ""the perfect song."" an announcer's words open the show: ""out of the library of american folklore, those treasured stories such as huck finn, paul bunyon and rip van winkle, which have brought us laughter and joy for generations, come the warm and lovable tales of amos and andy. presented by the blatz brewing company of milwaukee, wisconsin, on behalf of blatz dealers everywhere. now enjoy blatz, america's finest beer."" cast: alvin childress (amos jones), spencer williams, jr. {andrew h. brown), tim moore {george stevens), jane adams {ruby jones), ernestine wade {sapphire stevens), amanda randolph {mama), nick stewart {lightnin'), johnny lee {algonquin j. calhounw), patty marie ellis {arhadella jones), lillian randolph {madame queen), madaline lee {genevieve blue) . singers: the jeff alexander chorus. announcer: ken niles. ",1025689,go lucky,nan,2,1951,nan,g42,nan,nan,nan,1951-????, the amos 'n andy show ,86.0
54,2887, front page detective ,series, crime drama," dumont, syn.",1951,1953.0," david chase is a new york newspaper columnist and amateur sleuth with an eye for beauty, a nose for news and a sixth sense for danger. stories, based on crimes reported in front page detective magazine, relates david's case investigations. the series ran on dumont from july 6, 1951 to november 13, 1953 and in syndication in 1953. a narrator opens the show: ""presenting an unusual story of love and mystery on front page detective. starring mr. edmund lowe as the famous newspaper columnist and amateur detective, david chase. and now for another thrilling adventure as we accompany david chase and watch him match wits with those who would take the law into their own hands."" cast: edmund lowe {david chase), frank jenks {lieutenant rodney), paula drew {david's girlfriend). narrator: edmund lowe. ",727014,double or nothing,nan,2,1952,nan,d1465,nan,nan,nan,1952-1954, front page detective ,100.0
55,6561, premiere ,live test program, variety, cbs,1951,nan," an historic cbs event: its first attempt at commercial color broadcasting to a five city cable hookup (new york, baltimore, philadelphia, washington, d.c. and boston). the program featured the performances of top cbs personalities and showed the potential of color television (even though there were, for example, only 30 color sets in new york city). although the cbs color wheel system was the one favored by the fcc (it rejected rcas tri-color tube), it never caught on. the system showed brilliant color but played havoc with faces and hair, giving a two-tone look. the show was also a great plug for the sponsors who backed it: general mills, wrigley's gum, pepsi-cola, toni home permanent, proctor and gamble, standard brands, aunt jemima pancake flour, ivory soap, tender leaf tea, chase and sanborn coffee, ford lincoln and mercury cars and revlon lipstick. performers: robert alda, isabel bigley, the bil and cora baird marionettes, faye emerson, arthur godfrey, durward kirby, sam levinson, garry moore, the new city ballet company, ed sullivan. miss cbs color: patty painter. cbs guests: william s. paley {chairman), frank stanton {president), wayne coy {fcc chairman) . orchestra: archie bleyer. ",291599,"biff baker, u.s.a.",nan,2,1952,nan,b1262,nan,nan,nan,1952-1954, premiere ,100.0
56,8099, target ,series, anthology, syn.,1951,nan," high tension, impact dramas that depict the conflicting forces that drive men and women. actor adolphe menjou is the host. ",738040,draw to win,nan,2,1952,nan,d635,nan,nan,nan,1952-????, target ,60.0
57,4082, jane froman's usa canteen ,series, variety, cbs,1952,1953.0," a military canteen (a recreation facility) is the setting for a program that presents performances by the men and women of the u.s. armed forces. the series ran as jane froman's u.s.a. canteen from october 18, 1952 to july  2, 1953; and as the jane froman show from september 1, 1953 to june 23, 1955. byron paul is the producer. hostess: jane froman. regulars: the peter birch dancers. announcer: allyn edwards. orchestra: alfredo antonini. ",197046,as the world turns,nan,2,1956,nan,a2364,nan,nan,nan,1956-2010, jane froman's usa canteen ,90.0
58,5635, my hero ,series, comedy, nbc,1952,1953.0," the ""hero"" of the title is robert s. beanblossom, a handsome salesman for the thackery realty company in los angeles, who uses his suave and sophisticated style and ""power over women"" to sell real estate. the girl to whom robert is a hero is julie marshall, a red haired, brown eyed beauty who works as the office secretary. julie sees robert as other women do (a playboy bachelor), but she also sees a side of him that other women do not _êî his somewhat klutzy approach to selling properties when he becomes desperate. despite robert's misadventures, he always manages to come out on top (at which time julie hugs him and says, ""my hero""). willis thackery, the owner of the company, has been in the real estate game for 27 years. he is a member of the ancient and exalted order of the araby club. when willis likes what robert is doing, he calls him ""bob,"" ""bob-o"" and ""robin."" when he gets angry at bob, it's ""beanblossom!"" thackery's competition is yeager's developments. leon iclatzkin composed the ""my hero"" theme. cast: bob cummings (robert s. beanblossom), john litel (willis thackery), julie bishop (julie marshall). ",389379,camel comedy caravan,nan,2,1950,nan,c5425,nan,nan,nan,1950-????, my hero ,100.0
59,9330, your jeweler's showcase ,series, anthology, cbs,1952,1953.0," quality dramatic presen-tations that ran from november 1, 1952 to june 9,  1953. performers include: phyllis coates, celeste holm, june vinson, barbara whiting, barton maclane, robert sweeney, robert hutton, jan clayton, dave willock, gladys george, elisabeth fraser, sheldon leonard, lee aaker, martha hyer, ellen corby, ruth warrick. ",1020066,give and take,nan,2,1952,nan,g1532,nan,nan,nan,1952-????, your jeweler's showcase ,72.0
60,5252, meet millie ,series, comedy, cbs,1952,1956.0," miuie bronson is a beautiful 21-year-old single girl who lives with her mother. bertha bronson at 137 west 4lst street (apartment 3b) in new york city. miuie, a graduate of public school 98 and central high school, works as a secretary to johnny boone, jr. johnny's father, john boone, sr., is the owner of the company (it is impossible to tell what kind of company boone owns; there is no name on the door or office walls, and office conversation revolves around millie and johnny; printed sources describe it as both an ad agency and an investment company). stories focus on the relationship betweenmillie and johnny _êî a romance that millie originally only dreamed about until one of bertha's endless attempts to spark a romance between the two finally worked. bertha, called ""mama,"" is a widow who is 48 years old but tells everyone she is 37; in some episodes she says she is ""48 minus ten minus five."" if mama had had the opportunity to have a second daughter, she would have named her gwendolyn. in last season episodes, millie and mama spend time as ranch hands on the e.k. weems cattle ranch in texas. ""it all started the day i was born. my father said he wanted a girl and my mother said she wanted a boy. i was born and they were both disappointed,"" says alfred e. printzmetal, mama and millie's ""life is depressing"" seemingly permanently unemployed friend (bertha says, ""alfred's job is standing in line at the unemployment office""). alfred can't get along with his parents, especially his father, and has a parrot named irving. he hopes one day to build up the courage to leave home and find his own apartment. ""i'll never understand women,"" he says. ""they're too complicated. i'll wait until there is something else to marry."" john boone, sr. believes that when p.t barnum said, ""there is a sucker born every minute,"" he was referring to women. he is henpecked, calls his wife many things behind her back but is a pussycat when he is with her. based on the radio series of the same title (in which audrey totter played millie). irving miller composed the theme. announcer bob lemond opens the show: ""live from television city in hollywood, arrid cream deodorant, america's largest selling deodorant, presents meet millie. created by frank gallen. starring florence halop as mama, marvin kaplan as alfred and elena verdugo as millie. a gay comedy about the life and loves of a manhattan secretary."" cast: elena verdugo {millie bronson), florence halop {bertha bronson), ross ford {johnny boone, jr.), marvin kaplan {alfred e. printzmetal), earl ross {j.r. boone, sr.), roland winters {j.r. boone, sr.; later), isabel randolph {mrs. boone; j.r. 's wife), harry cheshire {e.k weems). ",422836,cbs television workshop,nan,2,1952,nan,c1234,nan,nan,nan,1952-????, meet millie ,86.0
61,8657, two for the money ,series, game," nbc, cbs",1952,1957.0," three players compete in a series of general knowledge question-and-answer rounds. the highest cash scoring player in round one is the winner and moves onto round two where he competes in a rapid fire question-and-answer session. for each correct answer that the player gives, he receives the amount of money he won in round one. the final round follows the format of round two: for each correct answer, the player receives the total earnings of what he has won in rounds and two. the series aired on nbc from september 30, 1952 to august 11, 1953; and on cbs from august 15, 1953 to september 22, 1956 and march 23, 1957 to september 7, 1957. an announcer opens the show: ""it's time now for sam levinson in the wonderful fun-and-action show two for the money. and now here he is, the host for two for the money, sam levinson."" host: fred allen (pilot), herb shriner, walter o'keefe, dennis james, sam levenson. judge: dr. mason gross. announcer: dennis james. orchestra milton delugg.",194351,arthur godfrey and his ukulele,nan,2,1950,nan,a6362,nan,nan,nan,1950-????, two for the money ,100.0
62,1731," craig kennedy, criminologist ",series, crime drama, syn.,1952,nan, craig kennedy is a new york city-based criminologist. he is not one for taking a violent approach to solving crimes. he feels that the scientific information he possesses is his best weapon against those who take the law into their own hands. stories follow craig as he sets out to capture criminals through the principals he has sworn to uphold. cast: donald woods {craig kennedy) . ,991875,general electric guest house,nan,2,1951,nan,g5642,nan,nan,nan,1951-????," craig kennedy, criminologist ",100.0
63,3274, guess what? ,series, game, dumont,1952,nan," the host reads a short quotation or statement that refers to a famous person, place or thing. each of the four panelists who compete is permitted to ask ""yes"" or ""no"" questions in an attempt to identify it. a cash prize, which is donated to charity, is awarded for each correct identification. the series ran from july 8, 1952 to august 26, 1952. host: richard koumar. panelists: quentin reynolds, mark hanna, cliff norton, audrey christie, lisa fenaday, virginia peine. ",758991,earn your vacation,nan,2,1954,nan,e6561,nan,nan,nan,1954-????, guess what? ,100.0
64,3980, it's a business ,series, variety, dumont,1952,nan," the new york-based broadway music publishing company during the earlyl900s is the setting. it was at this time that song writers visited the publisher to find material (not the other way around as it is today). musically oriented stories relate the misadventures of song writers bob and leo as they attempt to write the hit tunes that will sell sheet music and make them rich. cast: bob haymes {bob), leo delyon {leo), dorothy loudon {secretary). ",882110,facts we face,nan,2,1950,nan,f2321,nan,nan,nan,1950-1951, it's a business ,100.0
65,4020, i've got news for you ,series, game, nbc,1952,nan, the alternate title for up to paar. see this title for information. ,953482,frankie laine time,nan,2,1955,nan,f6524,nan,nan,nan,1955-1956, i've got news for you ,86.0
66,6616, projection room ,series, anthology, abc,1952,nan," a short-lived (two episode) series of live mystery presentations that ran from march 19, 1952 to march 26, 1952. actress ruth gilbert is the host. ",399752,captain kangaroo,nan,2,1955,nan,c1352,nan,nan,nan,1955-1992, projection room ,64.0
67,9074, who's there? ,series, game, cbs,1952,nan," the object calls for a celebrity panel to identify a mystery guest through props, personal items and apparel clues. the series, which produced nine episodes, ran from july 14, 1952 to september 15, 1952. host: arlene francis. panelists: bill cullen, paula stone, robert coote, roger price. announcer: rex marshall. ",230956,bachelor father,nan,2,1957,nan,b2461,nan,nan,nan,1957-1962, who's there? ,100.0
68,43, action in the afternoon ,series, western, cbs,1953,1954.0," the program, set in huberle, montana, during the 1890s, relates incidents in the lives of its citizens with emphasis on the values then as compared to those of the early 1950s. broadcast live weekday afternoons from philadelphia. cast: jack valentine, elaine watts, john zacherle, phil sheridan, creighton stewart, kris keegan, jack v. harris forest. narrator: blake ritter. ",73174,action in the afternoon,nan,2,1953,nan,a2353,nan,nan,nan,1953-????, action in the afternoon ,100.0
69,6459, place the face ,series, game," cbs, nbc",1953,1955.0," specially selected contestants are placed opposite someone from their past. through a series of clues that are provided by the host, the players have to associate each other's faces. the first player to make the association is the winner and receives merchandise prizes. the series ran on cbs from july  2, 1953 to august 26, 1954; on nbc from september 25, 1954 to december 25, 1954 and on nbc from june 28, 1955 to september 13, 1955. host: jack smith (1953), jack paar (1954), bill cuuen (1955). ",396936,candid camera,nan,2,1948,nan,c5325,nan,nan,nan,1948-1950, place the face ,62.0
70,6110, opera vs jazz ,series, variety, abc,1953,nan," a musical symposium in which two guests (per week) discuss and perform operatic arias and standard tunes. the series ran from may 25, 1953 to september 21, 1953. frederick heider is the producer. hostess: nancy kenyon. regulars: don cornell, jan preece, robert merrill, alan dale, the strawhatters. music: johnny reo. ",1111195,have gun - will travel,nan,2,1957,nan,h1254,nan,nan,nan,1957-1963, opera vs jazz ,86.0
71,9340, your star showcase ,series, anthology, syn.,1953,nan, rebroadcasts of dramas that were origi-nally aired on the general electric theater. see this tide for information. edward arnold served as the host. ,399319,captain billy's mississippi music hall,nan,2,1948,nan,c1351,nan,nan,nan,1948-????, your star showcase ,70.0
72,9227, the world of mister sweeney ,series, comedy, nbc,1954,1955.0," a daily series about the lighthearted misadventures of cicero p. sweeney, a general store owner (in the town of mapleton) who involves himself in and attempts to solve the problems of others. marge franklin is cicero's daughter; kippie franklin is marge's son; tom millikan is cicero's friend; abigail is tom's wife; henrietta is marge'sfriend; molly is the town spinster; and little eva is the reftigee girl. the series, which produced 345 episodes, aired from june 30, 1954 to december 30, 1955. cast: charlie ruggles {cicero p. sweeney), helen wagner {marge franklin), gene walker {kippie franklin), harry gersham {tom millikan), betty garde {abigail millikan), ]dlnet fox {henrietta), jane cleveland {molly), lydia reed {little eva). ",10924,1948 world series,nan,2,1948,nan,w6432,nan,nan,nan,1948-????, the world of mister sweeney ,86.0
73,5238, medic ,series, anthology, nbc,1954,1956.0," dramatizations that present authentic and sophisticated approaches to medical problems and practices as seen through the eyes of dr. konrad styner. dr. styner opens the show: ""my name is konrad styner. i'm a doctor of medicine. guardian of birth, healer of the sick; comforter of the aged. to the profession of medicine; to the men and women who labor in its cause, this story is dedicated."" host: richard boone {as dr. konrad styner) . performers include: beverly garland, charles bronson, denver pyle, carole welles, peggy webber, whitney blake, russell johnson, lee marvin, vera miles, paul birch, richard garland, hugh beaumont, harry townes, ann morrison, richard crenna, jacqueline may, carol sydes, lee j. cobb, cynthia stone. theme song: ""blue star"" by victor young, edward heyman. ",422834,cbs television news,nan,2,1948,nan,c1234,nan,nan,nan,1948-1962, medic ,100.0
74,2953, gamble on love ,series, game, dumont,1954,nan," each of three married couples who compete is interviewed and quizzed via ""the wheel of fortune."" one member of one team spins the wheel and the mate answers its specific questions. the winning team, the couple who answer the most questions correctly, receive prizes and the opportunity to win a mink stole if they can answer ""the cupid question."" the series ran from july 16, 1954 to august 20, 1954. host: denise darcell, ernie kovacs. ",729978,dr. christian,nan,2,1948,nan,d6262,nan,nan,nan,1948-????, gamble on love ,100.0
75,7933, summer ,pilot, comedy, cbs,1954,nan," southern california is the setting for a proposed series about the vacation activities of a group of spirited high school students who live in an oceanfront community. regulars: students: alex, desmond, zack, candy, karen, melinda and justine; erik, the lifeguard; mother, the owner of the beach disco (mother's); george, zack's father, the owner of the beach hot dog stand (mr. weiner); and seaweed, a local surfer. cast: gary hershberger (alex pierce), tico wells (desmond witerspoon lii), johnny timko (zack stone), jill carroll (candy barraro), peggy holmes (karen), jennifer cooke (melinda danson), nova bell (justine), sally kirkland (mother), gerard prendergast (erik slade), robert hogan (george stone), cameron thor (seaweed). ",344414,brave eagle,nan,2,1955,nan,b6124,nan,nan,nan,1955-1956, summer ,90.0
76,6342, the people's choice ,series, comedy, cbs,1955,1958.0," new city california, is a city built in a hurry. it is famous for its lettuce crops, and it is near los angeles. some people have streetughts, some have no sewers, some have terrible roads. socrates (""sock"") miller and his aunt, augusta ""gus"" bennett, live in a trailer camp in new city's paradise park. sock, who graduated from cornell university (phi beta kappa), was raised by his aunt followinghis parents' deaths when he was three years old. he served a hitch in korea (as a marine sergeant) and is now an ornithologist for the government's bureau of fish and wildlife. his job is to ""follow the birds"" (he files reports on migratory birds, as their flights foretell climatic conditions and aid farmers when planting crops). there is one other resident living with sock _êî his basset hound, cleo. cleo was six months old when sock, a corporal at the time, won her in a crap game. cleo, whose thoughts can be heard by voiceover dubbing, is glad that sock can't talk for her _êî ""if he could, i'd be off the show."" one day sock befriends amanda (""mandy"") peoples, the pretty daughter of new city's mayor, john peoples, when she becomes stranded on a country road and he stops to fix her flat tire. it seems like love at first sight. mandy feels that sock is the right man to fill a city council vacancy. she delivers a television speech in which she urges voters to elect sock as their 5th district councilman. if they want paved roads, sewers and streetlights, then sock miller is their man. sock wins the election and is given an oflice on the first floor of the municipal building. (sock received special permission from the department of fish and wildlife, western division, to remain in new city until his term of office is completed.) two marriages resulted on the series. aunt gus married mayor peoples and sock married mandy in  1957. shortly after his marriage, sock applies for a position as a lawyer with barker amalgamated in new york city. they hire sock _êî but as the sales manager for barkerville, a housing development with 294 houses for sale ""20 miles from nowhere."" houses sell for $15,995, and sock and mandy live rent free in the model house (number 119). valerie delmar (jean porter) was sock's girlfriend before mandy; lawyer roger crutcher (john stephenson) was mandy's boyfriend prior to sock. john calls sock ""nature boy"" and gus ""mousey."" he also owns part interest in a whaling ship in seattle. hexley (""hex"") rouo is a friend of sock's from childhood who now resides in new city. they were in the marines together; when stationed at fort baxter, rouo (who is cursed with bad luck) lost a 20 ton amphibious tank. pierre quincy is sock's friend, an eccentric painter. sock calls him the ""michelangelo of paradise trailer park."" he is a member of the local artists' club and calls cleo ""funny face."" theme: ""the people's choice,"" by lou kosloff. cast: jackie cooper {sock miller) , patricia breslin {mandy peoples), margaret irving {gus bennett), paul maxey {john peoples), dick wesson {rollo), leonid kinsley {pierre), mary jane croft {voice of cleo).",480300,climax!,nan,2,1954,nan,c452,nan,nan,nan,1954-1958, the people's choice ,100.0
77,2615, father knows best ,series, comedy," cbs, nbc",1955,1962.0," jim and margaret anderson are a married couple that live at 607 south maple street in the town of springfield. they are the parents of betty, bud and kathy and stories relate the simple pleasure and trying times the family faces. jim is the manager of the general insurance company (also given as the cavalier casualty insurance company). he is known for his ability to solve virtually any problem his family may encounter (he says, however, ""i'm just an ordinary guy who sells insurance""). at times, when betty has a problem, he does ask for margaret's help because ""you've had more experience being a high school girl than i have."" betty is the eldest child and the most sensitive. she is very caring and involves herself in other people's problems (always with a good intention to help). she is the smartest of the children and attends springfield high school. jim calls her ""princess"" and the malt shop is the after school hangout. james anderson, jr., nicknamed bud, was born in 1941. he attended springfield high school (later springfield college with betty). he is actively involved in various sports, seeks the easiest ways to make money and is somewhat mechanically inclined (he likes to see what makes things work) . kathy, the youngest child, is called ""kitten"" by jim and ""angel"" by margaret. while she is an angel most of the time, kathy, who rarely involves herself with betty or bud's lives, manages quite well to find mischief on her own or with her friends . father knows best is based on the radio series of the same title (nbc, 1949-1954) that starred robert young (jim anderson), june whitley and jean vanderpyl (margaret anderson), rhoda williams (betty), ted donaldson (bud) and norma jean nilsson and helen strong (kathy). see also keep it in the family (for pilot film information) and the father knows best reunion and father knows best: home for christmas. cast: robert young {jim anderson), jane wyatt{margaret anderson), elinor donahue {betty anderson), billy gray {bud anderson), lauren chapin {kathy anderson), jimmy bates {claude messner; bud's friend), paul wallace {kippy watkins; bud's friend), yvonne lime {dotty snow; betty's friend), robert foulk {ed davis; jim's neighbor), vivi janiss {myrtle davis; ed's wife), roberta shore {joyce kendall; bud's girlfriend), robert chapman {ralph little; betty's boyfriend), tina thompson {patty davis; kathy's friend), reba waters {patty davis; later). sue george {april adams; bud's friend), richard eyer {burgess vail; kathy's friend), richard eyer {grover adams; april's brother), peter heisser {joe phillips; bud's friend), sarah selby {miss thomas; jim's secretary), sam flint {hubert armstead; high school principal). announcer: carl caruso. ",91087,air power,nan,2,1956,nan,a616,nan,nan,nan,1956-1958, father knows best ,100.0
78,5004, make the connection ,series, game, nbc,1955,nan," through a series of question-and-answer rounds with two contestants, a celebrity panel of four has to determine when, where, why and how their paths have crossed with the laymen players. prizes are awarded to the players if the panel fails to uncover the relationship. host: gene rayburn, jim mckay. panelists: gloria dehaven, gene klavin, eddie bracken, betty white. ",350316,bride and groom,nan,2,1951,nan,b6353,nan,nan,nan,1951-????, make the connection ,100.0
79,5919, norby ,series, comedy, nbc,1955,nan," pearl river, new york, is the setting. it is here that pearson norby, the vice president of small loans at the first national bank, lives with his family (his wife helen and their children diane and hank). pearson is an easy-going, kind-hearted man andstories relate the events in his life as he struggles to cope with the problems he encounters at home and at work. bobo and his wife maureen are their neighbors; wahleen johnson is the bank telephone operator; maude endles is the bank president; mr. rudge is the bank efficiency expert. cast: david wayne {pearson norby), joan lorring {helen norby), susan houoran {diane norby), evan elliott {hank norby), jack warden {bobo), maxine stuart {maureen), janice mars {wahleen johnson), paul ford {bank president), carol veazie {maude endles), ralph dunn {mr. rudge). ",961784,front row center,nan,2,1955,nan,f6536,nan,nan,nan,1955-1956, norby ,54.0
80,6280, the patti page show ,series, variety, syn.,1955,nan, a program of music and songs with singer patti page as the host. joseph stanley is the producer. hostess: patti page. regulars: the page five singers. orchestra: jack rael. ,475196,city hospital,nan,2,1951,nan,c3213,nan,nan,nan,1951-1953, the patti page show ,100.0
81,6281, the patti page show ,series, variety, nbc,1956,nan," a summer series of music and songs with singer patti page as the host. the series ran from june 16, 1956 to july 16, 1956. hostess: patti page. regulars: the spellbinders, the frank lewis dancers. orchestra: carl hoff. ",475196,city hospital,nan,2,1951,nan,c3213,nan,nan,nan,1951-1953, the patti page show ,100.0
82,6282, the patti page show ,series, variety, cbs,1957,nan," singer patti page hosts a weekly program of music and songs. the series ran from february 9, 1957 to june 11, 1958. hostess: patti page. regulars: the iviatt mattox dancers. orchestra: vic schoen. ",475196,city hospital,nan,2,1951,nan,c3213,nan,nan,nan,1951-1953, the patti page show ,100.0
