id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years
2901294,Trip to Lisbon,,7,1954,,T6134,2901217,1,19,
2901295,Uncle Jonathan,,7,1953,,U5242,2901217,1,10,
2910137,Trackdown,,2,1957,,T6235,,,,1957-1959
2910138,A Stone for Benny French,,7,1958,,S3516,2910137,2,5,
2910139,"Alpine, Texas",,7,1957,,A4153,2910137,1,7,
2910140,Back to Crawford,,7,1959,,B2326,2910137,2,37,
2910141,Bad Judgment,,7,1959,,B3232,2910137,2,19,
2910142,Blind Alley,,7,1959,,B4534,2910137,2,38,
2910143,Chinese Cowboy,,7,1958,,C521,2910137,2,3,
2910144,Day of Vengeance,,7,1958,,D1525,2910137,2,13,
2910145,Deadly Decoy,,7,1958,,D3432,2910137,2,11,
2910146,"Easton, Texas",,7,1957,,E2353,2910137,1,4,
2910147,End of an Outlaw,,7,1957,,E5315,2910137,1,9,
2910148,Every Man a Witness,,7,1958,,E1653,2910137,2,17,
2910149,False Witness,,7,1959,,F4235,2910137,2,29,
2910150,Fear,,7,1959,,F6,2910137,2,26,
2910151,Gift Horse,,7,1959,,G1362,2910137,2,32,
2910152,Guilt,,7,1958,,G43,2910137,2,16,
2910153,Hard Lines,,7,1959,,H6345,2910137,2,25,
2910155,Killer Take All,,7,1958,,K4632,2910137,2,1,
2910156,Law in Lampasas,,7,1957,,L5451,2910137,1,2,
2910157,Like Father,,7,1957,,L2136,2910137,1,5,
2910158,Look for the Woman,,7,1957,,L2163,2910137,1,10,
2910159,Man and Money,,7,1957,,M535,2910137,1,12,
2910160,Matter of Justice,,7,1958,,M3612,2910137,2,7,
2910161,McCallin's Daughter,,7,1959,,M2452,2910137,2,18,
2910162,Outlaw's Wife,,7,1958,,O3421,2910137,2,2,
2910163,Quiet Night in Porter,,7,1959,,Q3523,2910137,2,39,
2910164,Right of Way,,7,1958,,R231,2910137,1,15,
2910165,Self-Defense,,7,1957,,S4131,2910137,1,8,
2910166,Stranger in Town,,7,1959,,S3652,2910137,2,27,
2910167,Sunday's Child,,7,1958,,S5324,2910137,2,12,
2910168,"Sweetwater, Texas",,7,1957,,S3632,2910137,1,6,
2910169,Tenner Smith,,7,1958,,T5625,2910137,2,8,
2910170,Terror,,7,1959,,T6,2910137,2,20,
2910171,The Avenger,,7,1958,,A1526,2910137,2,9,
2910172,The Bounty Hunter,,7,1958,,B5353,2910137,1,21,
2910173,The Boy,,7,1958,,B,2910137,1,24,
2910174,The Brothers,,7,1958,,B6362,2910137,1,31,
2910175,The Deal,,7,1958,,D4,2910137,1,28,
2910176,The End of the World,,7,1958,,E5313,2910137,1,30,
2910177,The Eyes of Jerry Kelso,,7,1959,,E2126,2910137,2,31,
2910178,The Farrand Story,,7,1958,,F6532,2910137,1,14,
2910179,The Feud,,7,1959,,F3,2910137,2,21,
2910180,The Gang,,7,1959,,G52,2910137,2,23,
2910181,The Governor,,7,1958,,G1656,2910137,1,32,
2910182,The House,,7,1958,,H2,2910137,1,23,
2910183,The Jailbreak,,7,1958,,J4162,2910137,1,29,
2910184,The Judge,,7,1958,,J32,2910137,1,22,
2910185,The Kid,,7,1958,,K3,2910137,2,15,
2910186,The Marple Brothers,,7,1957,,M6141,2910137,1,1,
2910187,The Mistake,,7,1958,,M232,2910137,1,27,
2910188,The Protector,,7,1959,,P6323,2910137,2,28,
2910189,The Pueblo Kid,,7,1958,,P1423,2910137,1,25,
2910190,The Reward,,7,1958,,R63,2910137,1,13,
2910191,The Samaritan,,7,1959,,S5635,2910137,2,22,
2910192,The San Saba Incident,,7,1957,,S5215,2910137,1,3,
2910193,The Schoolteacher,,7,1958,,S2432,2910137,2,10,
2910194,The Set Up,,7,1958,,S31,2910137,2,4,
2910195,The Threat,,7,1959,,T63,2910137,2,24,
2910196,The Toll Road,,7,1958,,T463,2910137,1,17,
2910197,The Town,,7,1957,,T5,2910137,1,11,
2910198,The Trail,,7,1958,,T64,2910137,1,20,
2910199,The Trick,,7,1959,,T62,2910137,2,30,
2910200,The Unwanted,,7,1959,,U53,2910137,2,34,
2910201,The Vote,,7,1959,,V3,2910137,2,33,
2910202,The Wedding,,7,1958,,W352,2910137,1,19,
2910203,The Winter Boys,,7,1958,,W5361,2910137,1,26,
2910204,The Witness,,7,1958,,W352,2910137,1,16,
2910205,The Young Gun,,7,1958,,Y525,2910137,1,18,
2910206,Three-Legged Fox,,7,1958,,T6423,2910137,2,14,
2910207,Toss Up,,7,1959,,T21,2910137,2,35,
2910208,Trapped,,7,1958,,T613,2910137,2,6,
2927073,Truth or Consequences,,2,1950,,T6362,,,,1950-1988
2927097,Human Thing to Do,,7,1951,,H5352,2927073,,,
2941287,Two for the Money,,2,1952,,T1635,,,,1952-1957
2941288,(1954-07-03),,7,1954,,,2941287,,,
2941290,(1957-03-23),,7,1957,,,2941287,,,
2984436,USA Canteen,,2,1952,,U2535,,,,1952-????
2984437,(1952-12-13),,7,1952,,,2984436,,,
2984438,(1954-11-04),,7,1954,,,2984436,,,
2984442,Premiere Show,,7,1952,,P6562,2984436,1,1,
2963142,Uncle Johnny Coons,,2,1955,,U5242,,,,1955-????
2964722,Undercurrent,,2,1955,,U5362,,,,1955-1958
2994000,Valiant Lady,,2,1953,,V4534,,,,1953-1953
3013493,Versatile Varieties,,2,1949,,V6234,,,,1949-1951
3018795,Viceroy Star Theatre,,2,1954,,V2623,,,,1954-????
3019110,Victor Borge: Comedy in Music,,2,1956,,V2361,,,,1956-????
3051985,Wanted,,2,1955,,W53,,,,1955-1956
3052034,Wanted: Dead or Alive,,2,1958,,W5364,,,,1958-1961
3052036,Amos Carter,,7,1959,,A5263,3052034,1,36,
3052038,Angels of Vengeance,,7,1959,,A5242,3052034,1,33,
3052040,Bad Gun,,7,1959,,B325,3052034,2,8,
3052043,Bounty for a Bride,,7,1959,,B5316,3052034,1,31,
3052045,Breakout,,7,1959,,B623,3052034,2,4,
3052046,Call Your Shot,,7,1959,,C4623,3052034,1,23,
3052047,Chain Gang,,7,1959,,C5252,3052034,2,15,
3052048,Competition,,7,1959,,C5135,3052034,1,22,
3052050,Crossroads,,7,1959,,C6263,3052034,1,32,
3052051,Dead End,,7,1958,,D353,3052034,1,4,
3052054,Desert Seed,,7,1959,,D2632,3052034,2,11,
3052056,Die by the Gun,,7,1958,,B325,3052034,1,14,
3052057,Double Fee,,7,1959,,D141,3052034,1,29,
3052058,Drop to Drink,,7,1958,,D6136,3052034,1,17,
3052059,Eager Man,,7,1959,,E265,3052034,1,26,
3052060,Eight Cent Reward,,7,1958,,E2325,3052034,1,16,
3052063,Estralita,,7,1959,,E2364,3052034,2,5,
3052064,Fatal Memory,,7,1958,,F3456,3052034,1,2,
3052068,Littlest Client,,7,1959,,L3423,3052034,1,34,
3052069,Man on Horseback,,7,1959,,M5621,3052034,2,14,
3052071,Miracle at Pot Hole,,7,1958,,M6243,3052034,1,8,
3052073,Montana Kid,,7,1959,,M5352,3052034,2,1,
3052075,No Trail Back,,7,1959,,N3641,3052034,2,13,
3052077,Passing of Shawnee Bill,,7,1958,,P2521,3052034,1,5,
3052080,Railroaded,,7,1959,,R463,3052034,1,28,
3052081,Ransom for a Nun,,7,1958,,R5251,3052034,1,7,
3052082,Rawhide Breed,,7,1958,,R3163,3052034,1,15,
3052083,Reckless,,7,1959,,R242,3052034,2,10,
3052084,Reunion for a Revenge,,7,1959,,R5161,3052034,1,21,
3052085,Ricochet,,7,1958,,R23,3052034,1,12,
3052086,Rope Law,,7,1959,,R14,3052034,1,18,
3052087,Secret Ballot,,7,1959,,S2631,3052034,1,24,
3052088,Sheriff of Red Rock,,7,1958,,S6163,3052034,1,13,
3052089,Six-Up to Bannach,,7,1959,,S2131,3052034,1,19,
3052091,The Bounty,,7,1958,,B53,3052034,1,3,
3052093,The Conquerors,,7,1959,,C5262,3052034,1,35,
3052094,The Corner,,7,1959,,C656,3052034,1,25,
3052096,The Empty Cell,,7,1959,,E5132,3052034,2,7,
3052097,The Favor,,7,1958,,F16,3052034,1,11,
3052098,The Fourth Headstone,,7,1958,,F6323,3052034,1,9,
3052099,The Giveaway Gun,,7,1958,,G125,3052034,1,6,
3052100,The Healing Woman,,7,1959,,H4525,3052034,2,2,
3052101,The Hostage,,7,1959,,H232,3052034,2,6,
3052103,The Kovack Affair,,7,1959,,K1216,3052034,1,30,
3052105,The Legend,,7,1959,,L253,3052034,1,27,
3052108,The Martin Poster,,7,1958,,M6351,3052034,1,1,
3052109,The Matchmaker,,7,1959,,M3252,3052034,2,3,
3052115,The Spurs,,7,1959,,S162,3052034,1,20,
3052118,The Tyrant,,7,1959,,T653,3052034,2,9,
3052121,Til Death Do Us Part,,7,1958,,T4321,3052034,1,10,
3052125,Twelve Hours to Crazy Horse,,7,1959,,T4162,3052034,2,12,
3052126,Vanishing Act,,7,1959,,V5252,3052034,2,16,
3064103,We Take Your Word,,2,1950,,W3263,,,,1950-1951
3064868,"We, the People",,2,1948,,W314,,,,1948-1952
3064870,(#1.9),,7,1948,,,3064868,1,9,
3064884,Paul Henreid/Ezio Pinza,,7,1949,,P4563,3064868,,,
3073314,Wesley,,2,1949,,W24,,,,1949-????
3073315,(#1.1),,7,1949,,,3073314,1,1,
3073316,(#1.10),,7,1949,,,3073314,1,10,
3073317,(#1.11),,7,1949,,,3073314,1,11,
3073318,(#1.12),,7,1949,,,3073314,1,12,
3073319,(#1.13),,7,1949,,,3073314,1,13,
3073320,(#1.2),,7,1949,,,3073314,1,2,
3073321,(#1.3),,7,1949,,,3073314,1,3,
3073322,(#1.4),,7,1949,,,3073314,1,4,
3073323,(#1.5),,7,1949,,,3073314,1,5,
3073324,(#1.6),,7,1949,,,3073314,1,6,
3073325,(#1.7),,7,1949,,,3073314,1,7,
3073326,(#1.8),,7,1949,,,3073314,1,8,
3073327,(#1.9),,7,1949,,,3073314,1,9,
3073454,West Point,,2,1956,,W2315,,,,1956-1957
3073455,Ambush,,7,1957,,A512,3073454,1,23,
3073457,Christmas Present,,7,1956,,C6235,3073454,1,12,
3073458,Cold Peril,,7,1957,,C4316,3073454,1,28,
3073459,Combat Proof,,7,1957,,C5131,3073454,1,20,
3073460,Contact,,7,1957,,C5323,3073454,1,29,
3073462,Dangerous Area,,7,1957,,D5262,3073454,1,25,
3073463,Decision,,7,1956,,D25,3073454,1,8,
3073464,Double Reverse,,7,1956,,D1461,3073454,1,13,
3073465,Flareup,,7,1957,,F461,3073454,1,31,
3073466,Heat of Anger,,7,1956,,H3152,3073454,1,11,
3073467,His Brother's Fist,,7,1956,,H2163,3073454,1,7,
3073468,His Highness and the Halfback,,7,1956,,H2525,3073454,1,9,
3073469,Jet Flight,,7,1957,,J3142,3073454,1,19,
3073470,M-24,,7,1957,,M,3073454,1,32,
3073471,Man of Action,,7,1956,,M5123,3073454,1,10,
3073472,McKinley's Challenge,,7,1957,,M2542,3073454,1,27,
3073473,Officer's Wife,,7,1956,,O1262,3073454,1,3,
3073475,Operation Survival,,7,1957,,O1635,3073454,1,18,
3073476,Pressure,,7,1957,,P626,3073454,1,39,
3073477,Start Running,,7,1957,,S3636,3073454,1,16,
3073478,The Command,,7,1957,,C53,3073454,1,21,
3073479,The Deep End,,7,1957,,D153,3073454,1,38,
3073480,The Dragoon Patrol,,7,1957,,D6251,3073454,1,37,
3073481,The Drowning of the Gun,,7,1957,,D6521,3073454,1,35,
3073482,The Fight Back,,7,1957,,F2312,3073454,1,36,
3073483,The Hard Task,,7,1957,,H632,3073454,1,14,
3073484,The Honor Code,,7,1956,,H5623,3073454,1,4,
3073486,The Mystery of Cadet Layton,,7,1956,,M2361,3073454,1,1,
3073487,The Only Witness,,7,1957,,O5435,3073454,1,24,
3073488,The Operator and the Martinet,,7,1956,,O1636,3073454,1,2,
3073489,The Right to Choose,,7,1956,,R232,3073454,1,6,
3073490,Thicker Than Water,,7,1956,,T2635,3073454,1,5,
3073491,White Fury,,7,1957,,W316,3073454,1,22,
3073492,Wrong Fight,,7,1957,,W6521,3073454,1,17,
3073946,Westinghouse Desilu Playhouse,,2,1958,,W2352,,,,1958-1960
3073947,A Diamond for Carla,,7,1959,,D5316,3073946,2,1,
3073948,Ballad for a Bad Man,,7,1959,,B4316,3073946,1,12,
3073949,Border Justice,,7,1959,,B6362,3073946,2,6,
3073950,Chain of Command,,7,1959,,C5125,3073946,1,18,
3073951,Chez Rouge,,7,1959,,C262,3073946,1,14,
3073954,Come Back to Sorrento,,7,1959,,C5123,3073946,2,5,
3073955,Debut,,7,1958,,D13,3073946,1,3,
3073957,Happy Hill,,7,1959,,H14,3073946,1,11,
3073958,K.O. Kitty,,7,1958,,K23,3073946,1,5,
3073959,Lepke,,7,1959,,L12,3073946,2,7,
3073960,Man in Orbit,,7,1959,,M5613,3073946,1,22,
3073961,Martin's Folly,,7,1959,,M6352,3073946,1,15,
3073963,Murder in Gratitude,,7,1959,,M6365,3073946,2,9,
3073965,"My Father, the Fool",,7,1958,,M1363,3073946,1,4,
3073966,Perilous,,7,1959,,P642,3073946,1,23,
3073967,Silent Thunder,,7,1958,,S4535,3073946,1,7,
3073968,Six Guns for Donegan,,7,1959,,S2521,3073946,2,3,
3073969,"So Tender, So Profane",,7,1959,,S3536,3073946,2,4,
3073970,Song of Bernadette,,7,1958,,S5216,3073946,1,1,
3073971,Symbol of Authority,,7,1959,,S5141,3073946,1,13,
3073972,The Case for Dr. Mudd,,7,1958,,C2163,3073946,1,2,
3073973,The Comeback,,7,1959,,C512,3073946,1,16,
3073974,The Crazy Hunter,,7,1958,,C6253,3073946,1,9,
3073975,The Day the Town Stood Up,,7,1959,,D3523,3073946,2,2,
3073976,The Desilu Revue,,7,1959,,D2461,3073946,2,10,
3073977,The Hanging Judge,,7,1959,,H5252,3073946,2,8,
3073978,The Hard Road,,7,1959,,H6363,3073946,1,19,
3073979,The Innocent Assassin,,7,1959,,I5253,3073946,1,17,
3073980,The Killer Instinct,,7,1959,,K4652,3073946,1,24,
3073982,The Night the Phone Rang,,7,1958,,N2315,3073946,1,8,
3073983,The Time Element,,7,1958,,T5453,3073946,1,6,
3073984,The Untouchables: Part 1,,7,1959,,U5321,3073946,1,20,
3073985,The Untouchables: Part 2,,7,1959,,U5321,3073946,1,21,
3073987,Trial at Devil's Canyon,,7,1959,,T6431,3073946,1,10,
3073988,Two Counts of Murder,,7,1959,,T2532,3073946,1,25,
3076460,What in the World?,,2,1951,,W3536,,,,1951-????
3079048,What's My Line?,,2,1950,,W3254,,,,1950-1967
3079049,(#1.10),,7,1950,,,3079048,1,10,
3079050,(#1.11),,7,1950,,,3079048,1,11,
3079051,(#1.12),,7,1950,,,3079048,1,12,
3079052,(#1.13),,7,1950,,,3079048,1,13,
3079053,(#1.14),,7,1950,,,3079048,1,14,
3079054,(#1.15),,7,1950,,,3079048,1,15,
3079055,(#1.2),,7,1950,,,3079048,1,2,
3079056,(#1.3),,7,1950,,,3079048,1,3,
3079057,(#1.4),,7,1950,,,3079048,1,4,
3079058,(#1.5),,7,1950,,,3079048,1,5,
3079059,(#1.6),,7,1950,,,3079048,1,6,
3079060,(#1.7),,7,1950,,,3079048,1,7,
3079061,(#1.8),,7,1950,,,3079048,1,8,
3079062,(#1.9),,7,1950,,,3079048,1,9,
3079063,(#10.24),,7,1959,,,3079048,10,24,
3079111,(#2.1),,7,1950,,,3079048,2,1,
3079112,(#2.10),,7,1950,,,3079048,2,10,
3079113,(#2.11),,7,1950,,,3079048,2,11,
3079114,(#2.12),,7,1950,,,3079048,2,12,
3079115,(#2.13),,7,1950,,,3079048,2,13,
3079116,(#2.14),,7,1950,,,3079048,2,14,
3079117,(#2.15),,7,1950,,,3079048,2,15,
3079118,(#2.16),,7,1950,,,3079048,2,16,
3079119,(#2.17),,7,1951,,,3079048,2,17,
3079120,(#2.18),,7,1951,,,3079048,2,18,
3079121,(#2.19),,7,1951,,,3079048,2,19,
3079122,(#2.2),,7,1950,,,3079048,2,2,
3079123,(#2.20),,7,1951,,,3079048,2,20,
3079124,(#2.21),,7,1951,,,3079048,2,21,
3079125,(#2.22),,7,1951,,,3079048,2,22,
3079126,(#2.23),,7,1951,,,3079048,2,23,
3079127,(#2.24),,7,1951,,,3079048,2,24,
3079128,(#2.25),,7,1951,,,3079048,2,25,
3079129,(#2.26),,7,1951,,,3079048,2,26,
3079130,(#2.27),,7,1951,,,3079048,2,27,
3079131,(#2.28),,7,1951,,,3079048,2,28,
3079132,(#2.29),,7,1951,,,3079048,2,29,
3079133,(#2.3),,7,1950,,,3079048,2,3,
3079134,(#2.30),,7,1951,,,3079048,2,30,
3079135,(#2.31),,7,1951,,,3079048,2,31,
3079136,(#2.32),,7,1951,,,3079048,2,32,
3079137,(#2.33),,7,1951,,,3079048,2,33,
3079138,(#2.34),,7,1951,,,3079048,2,34,
3079139,(#2.35),,7,1951,,,3079048,2,35,
3079140,(#2.36),,7,1951,,,3079048,2,36,
3079141,(#2.37),,7,1951,,,3079048,2,37,
3079142,(#2.38),,7,1951,,,3079048,2,38,
3079143,(#2.39),,7,1951,,,3079048,2,39,
3079144,(#2.4),,7,1950,,,3079048,2,4,
3079145,(#2.40),,7,1951,,,3079048,2,40,
3079146,(#2.41),,7,1951,,,3079048,2,41,
3079147,(#2.42),,7,1951,,,3079048,2,42,
3079148,(#2.43),,7,1951,,,3079048,2,43,
3079149,(#2.44),,7,1951,,,3079048,2,44,
3079150,(#2.45),,7,1951,,,3079048,2,45,
3079151,(#2.46),,7,1951,,,3079048,2,46,
3079152,(#2.47),,7,1951,,,3079048,2,47,
3079153,(#2.48),,7,1951,,,3079048,2,48,
3079154,(#2.49),,7,1951,,,3079048,2,49,
3079155,(#2.5),,7,1950,,,3079048,2,5,
3079156,(#2.50),,7,1951,,,3079048,2,50,
3079157,(#2.6),,7,1950,,,3079048,2,6,
3079158,(#2.7),,7,1950,,,3079048,2,7,
3079159,(#2.8),,7,1950,,,3079048,2,8,
3079160,(#2.9),,7,1950,,,3079048,2,9,
3079161,(#4.4),,7,1952,,,3079048,4,4,
3079162,(#8.3),,7,1956,,,3079048,8,3,
3079163,(1951-09-02),,7,1951,,,3079048,,,
3079164,(1951-09-09),,7,1951,,,3079048,,,
3079165,(1951-09-16),,7,1951,,,3079048,,,
3079166,(1951-09-23),,7,1951,,,3079048,,,
3079167,(1951-09-30),,7,1951,,,3079048,,,
3079168,(1951-10-07),,7,1951,,,3079048,,,
3079169,(1951-10-14),,7,1951,,,3079048,,,
3079170,(1951-10-21),,7,1951,,,3079048,,,
3079171,(1951-10-28),,7,1951,,,3079048,,,
3079172,(1951-11-04),,7,1951,,,3079048,,,
3079173,(1951-11-11),,7,1951,,,3079048,,,
3079174,(1951-11-18),,7,1951,,,3079048,,,
3079175,(1951-11-25),,7,1951,,,3079048,,,
3079176,(1951-12-02),,7,1951,,,3079048,,,
3079177,(1951-12-09),,7,1951,,,3079048,,,
3079178,(1951-12-16),,7,1951,,,3079048,,,
3079179,(1951-12-23),,7,1951,,,3079048,,,
3079180,(1951-12-30),,7,1951,,,3079048,,,
3079181,(1952-01-06),,7,1952,,,3079048,,,
3079182,(1952-01-13),,7,1952,,,3079048,,,
3079183,(1952-01-20),,7,1952,,,3079048,,,
3079184,(1952-01-27),,7,1952,,,3079048,,,
3079185,(1952-02-03),,7,1952,,,3079048,,,
3079186,(1952-02-10),,7,1952,,,3079048,,,
3079187,(1952-02-17),,7,1952,,,3079048,,,
3079188,(1952-02-24),,7,1952,,,3079048,,,
3079189,(1952-03-02),,7,1952,,,3079048,,,
3079190,(1952-03-09),,7,1952,,,3079048,,,
3079191,(1952-03-16),,7,1952,,,3079048,,,
3079192,(1952-03-23),,7,1952,,,3079048,,,
3079193,(1952-03-30),,7,1952,,,3079048,,,
3079194,(1952-04-06),,7,1952,,,3079048,,,
3079195,(1952-04-13),,7,1952,,,3079048,,,
3079196,(1952-04-20),,7,1952,,,3079048,,,
3079197,(1952-04-27),,7,1952,,,3079048,,,
3079198,(1952-05-04),,7,1952,,,3079048,,,
3079199,(1952-05-11),,7,1952,,,3079048,,,
3079200,(1952-05-18),,7,1952,,,3079048,,,
3079201,(1952-05-25),,7,1952,,,3079048,,,
3079202,(1952-06-01),,7,1952,,,3079048,,,
3079203,(1952-06-08),,7,1952,,,3079048,,,
3079204,(1952-06-15),,7,1952,,,3079048,,,
3079205,(1952-06-22),,7,1952,,,3079048,,,
3079206,(1952-06-29),,7,1952,,,3079048,,,
3079207,(1952-07-06),,7,1952,,,3079048,,,
3079208,(1952-07-13),,7,1952,,,3079048,,,
3079209,(1952-07-20),,7,1952,,,3079048,,,
3079210,(1952-07-27),,7,1952,,,3079048,,,
3079211,(1952-08-03),,7,1952,,,3079048,,,
3079212,(1952-08-10),,7,1952,,,3079048,,,
3079213,(1952-08-17),,7,1952,,,3079048,,,
3079214,(1952-08-24),,7,1952,,,3079048,,,
3079215,(1952-08-31),,7,1952,,,3079048,,,
3079216,(1952-09-07),,7,1952,,,3079048,,,
3079217,(1952-09-14),,7,1952,,,3079048,,,
3079218,(1952-09-21),,7,1952,,,3079048,,,
3079219,(1952-10-05),,7,1952,,,3079048,,,
3079220,(1952-10-12),,7,1952,,,3079048,,,
3079221,(1952-10-19),,7,1952,,,3079048,,,
3079222,(1952-10-26),,7,1952,,,3079048,,,
3079223,(1952-11-02),,7,1952,,,3079048,,,
3079224,(1952-11-09),,7,1952,,,3079048,,,
3079225,(1952-11-16),,7,1952,,,3079048,,,
3079226,(1952-11-23),,7,1952,,,3079048,,,
3079227,(1952-11-30),,7,1952,,,3079048,,,
3079228,(1952-12-07),,7,1952,,,3079048,,,
3079229,(1952-12-14),,7,1952,,,3079048,,,
3079230,(1952-12-21),,7,1952,,,3079048,,,
3079231,(1952-12-28),,7,1952,,,3079048,,,
3079232,(1953-01-04),,7,1953,,,3079048,,,
3079233,(1953-01-11),,7,1953,,,3079048,,,
3079234,(1953-01-18),,7,1953,,,3079048,,,
3079235,(1953-01-25),,7,1953,,,3079048,,,
3079236,(1953-02-01),,7,1953,,,3079048,,,
3079237,(1953-02-08),,7,1953,,,3079048,,,
3079238,(1953-02-15),,7,1953,,,3079048,,,
3079239,(1953-02-22),,7,1953,,,3079048,,,
3079240,(1953-03-01),,7,1953,,,3079048,,,
3079241,(1953-03-08),,7,1953,,,3079048,,,
3079242,(1953-03-15),,7,1953,,,3079048,,,
3079243,(1953-03-22),,7,1953,,,3079048,,,
3079244,(1953-03-29),,7,1953,,,3079048,,,
3079245,(1953-04-05),,7,1953,,,3079048,,,
3079246,(1953-04-12),,7,1953,,,3079048,,,
3079247,(1953-04-19),,7,1953,,,3079048,,,
3079248,(1953-04-26),,7,1953,,,3079048,,,
3079249,(1953-05-03),,7,1953,,,3079048,,,
3079250,(1953-05-10),,7,1953,,,3079048,,,
3079251,(1953-05-17),,7,1953,,,3079048,,,
3079252,(1953-05-24),,7,1953,,,3079048,,,
3079253,(1953-05-31),,7,1953,,,3079048,,,
3079254,(1953-06-07),,7,1953,,,3079048,,,
3079255,(1953-06-14),,7,1953,,,3079048,,,
3079256,(1953-06-21),,7,1953,,,3079048,,,
3079257,(1953-06-28),,7,1953,,,3079048,,,
3079258,(1953-07-05),,7,1953,,,3079048,,,
3079259,(1953-07-12),,7,1953,,,3079048,,,
3079260,(1953-07-19),,7,1953,,,3079048,,,
3079261,(1953-07-26),,7,1953,,,3079048,,,
3079262,(1953-08-02),,7,1953,,,3079048,,,
3079263,(1953-08-09),,7,1953,,,3079048,,,
3079264,(1953-08-16),,7,1953,,,3079048,,,
3079265,(1953-08-23),,7,1953,,,3079048,,,
3079266,(1953-08-30),,7,1953,,,3079048,,,
3079267,(1953-09-06),,7,1953,,,3079048,,,
3079268,(1953-09-13),,7,1953,,,3079048,,,
3079269,(1953-09-20),,7,1953,,,3079048,,,
3079270,(1953-09-27),,7,1953,,,3079048,,,
3079271,(1953-10-04),,7,1953,,,3079048,,,
3079272,(1953-10-11),,7,1953,,,3079048,,,
3079273,(1953-10-18),,7,1953,,,3079048,,,
3079274,(1953-10-25),,7,1953,,,3079048,,,
3079275,(1953-11-01),,7,1953,,,3079048,,,
3079276,(1953-11-08),,7,1953,,,3079048,,,
3079277,(1953-11-15),,7,1953,,,3079048,,,
3079278,(1953-11-22),,7,1953,,,3079048,,,
3079279,(1953-11-29),,7,1953,,,3079048,,,
3079280,(1953-12-06),,7,1953,,,3079048,,,
3079281,(1953-12-13),,7,1953,,,3079048,,,
3079282,(1953-12-20),,7,1953,,,3079048,,,
3079283,(1953-12-27),,7,1953,,,3079048,,,
3079284,(1954-01-03),,7,1954,,,3079048,,,
3079285,(1954-01-10),,7,1954,,,3079048,,,
3079286,(1954-01-17),,7,1954,,,3079048,,,
3079287,(1954-01-24),,7,1954,,,3079048,,,
3079288,(1954-01-31),,7,1954,,,3079048,,,
3079289,(1954-02-07),,7,1954,,,3079048,,,
3079290,(1954-02-14),,7,1954,,,3079048,,,
3079291,(1954-02-21),,7,1954,,,3079048,,,
3079292,(1954-02-28),,7,1954,,,3079048,,,
3079293,(1954-03-07),,7,1954,,,3079048,,,
3079294,(1954-03-14),,7,1954,,,3079048,,,
3079295,(1954-03-21),,7,1954,,,3079048,,,
3079296,(1954-03-28),,7,1954,,,3079048,,,
3079297,(1954-04-04),,7,1954,,,3079048,,,
3079298,(1954-04-11),,7,1954,,,3079048,,,
3079299,(1954-04-18),,7,1954,,,3079048,,,
3079300,(1954-04-25),,7,1954,,,3079048,,,
3079301,(1954-05-02),,7,1954,,,3079048,,,
3079302,(1954-05-09),,7,1954,,,3079048,,,
3079303,(1954-05-16),,7,1954,,,3079048,,,
3079304,(1954-05-23),,7,1954,,,3079048,,,
3079305,(1954-05-30),,7,1954,,,3079048,,,
3079306,(1954-06-06),,7,1954,,,3079048,,,
3079307,(1954-06-13),,7,1954,,,3079048,,,
3079308,(1954-06-20),,7,1954,,,3079048,,,
3079309,(1954-06-27),,7,1954,,,3079048,,,
3079310,(1954-07-04),,7,1954,,,3079048,,,
3079311,(1954-07-11),,7,1954,,,3079048,,,
3079312,(1954-07-18),,7,1954,,,3079048,,,
3079313,(1954-07-25),,7,1954,,,3079048,,,
3079314,(1954-08-01),,7,1954,,,3079048,,,
3079315,(1954-08-08),,7,1954,,,3079048,,,
3079316,(1954-08-15),,7,1954,,,3079048,,,
3079317,(1954-08-22),,7,1954,,,3079048,,,
3079318,(1954-08-29),,7,1954,,,3079048,,,
3079319,(1954-09-05),,7,1954,,,3079048,,,
3079320,(1954-09-12),,7,1954,,,3079048,,,
3079321,(1954-09-19),,7,1954,,,3079048,,,
3079322,(1954-09-26),,7,1954,,,3079048,,,
3079323,(1954-10-03),,7,1954,,,3079048,,,
3079324,(1954-10-10),,7,1954,,,3079048,,,
3079325,(1954-10-17),,7,1954,,,3079048,,,
3079326,(1954-10-31),,7,1954,,,3079048,,,
3079327,(1954-11-07),,7,1954,,,3079048,,,
3079328,(1954-11-14),,7,1954,,,3079048,,,
3079329,(1954-11-21),,7,1954,,,3079048,,,
3079330,(1954-11-28),,7,1954,,,3079048,,,
3079331,(1954-12-05),,7,1954,,,3079048,,,
3079332,(1954-12-12),,7,1954,,,3079048,,,
3079333,(1954-12-19),,7,1954,,,3079048,,,
3079334,(1954-12-26),,7,1954,,,3079048,,,
3079335,(1955-01-02),,7,1955,,,3079048,,,
3079336,(1955-01-09),,7,1955,,,3079048,,,
3079337,(1955-01-16),,7,1955,,,3079048,,,
3079338,(1955-01-23),,7,1955,,,3079048,,,
3079339,(1955-01-30),,7,1955,,,3079048,,,
3079340,(1955-02-06),,7,1955,,,3079048,,,
3079341,(1955-02-13),,7,1955,,,3079048,,,
3079342,(1955-02-20),,7,1955,,,3079048,,,
